"","n0_j_bin","n0_y_bin","n0_a_bin","condition","decision","0-162.5","162.5-325","325-487.5","487.5-650"
"702","87.5-131.25","0-12.5","25-50",2,2,0.967441860465116,0.0325581395348837,0,0
"703","87.5-131.25","0-12.5","25-50",2,3,0.990566037735849,0.00943396226415094,0,0
"704","87.5-131.25","0-12.5","25-50",2,4,0.983935742971888,0.0160642570281124,0,0
"705","87.5-131.25","0-12.5","25-50",2,5,0.981566820276498,0.0184331797235023,0,0
"706","87.5-131.25","0-12.5","25-50",2,6,0.96137339055794,0.0386266094420601,0,0
"707","87.5-131.25","0-12.5","25-50",2,7,0.95,0.05,0,0
"708","87.5-131.25","0-12.5","25-50",3,1,0,0.942982456140351,0.0570175438596491,0
"709","87.5-131.25","0-12.5","25-50",3,2,0,0.936363636363636,0.0636363636363636,0
"710","87.5-131.25","0-12.5","25-50",3,3,0,0.962616822429907,0.0373831775700935,0
"711","87.5-131.25","0-12.5","25-50",3,4,0,0.975845410628019,0.0241545893719807,0
"712","87.5-131.25","0-12.5","25-50",3,5,0,0.984771573604061,0.0152284263959391,0
"713","87.5-131.25","0-12.5","25-50",3,6,0,0.961722488038278,0.0382775119617225,0
"714","87.5-131.25","0-12.5","25-50",3,7,0,0.930232558139535,0.0697674418604651,0
"715","87.5-131.25","0-12.5","50-75",1,1,1,0,0,0
"716","87.5-131.25","0-12.5","50-75",1,2,1,0,0,0
"717","87.5-131.25","0-12.5","50-75",1,3,1,0,0,0
"718","87.5-131.25","0-12.5","50-75",1,4,0.995238095238095,0.00476190476190476,0,0
"719","87.5-131.25","0-12.5","50-75",1,5,1,0,0,0
"720","87.5-131.25","0-12.5","50-75",1,6,1,0,0,0
"721","87.5-131.25","0-12.5","50-75",1,7,1,0,0,0
"722","87.5-131.25","0-12.5","50-75",2,1,0.314606741573034,0.685393258426966,0,0
"723","87.5-131.25","0-12.5","50-75",2,2,0.431818181818182,0.568181818181818,0,0
"724","87.5-131.25","0-12.5","50-75",2,3,0.551219512195122,0.448780487804878,0,0
"725","87.5-131.25","0-12.5","50-75",2,4,0.445,0.555,0,0
"726","87.5-131.25","0-12.5","50-75",2,5,0.396135265700483,0.603864734299517,0,0
"727","87.5-131.25","0-12.5","50-75",2,6,0.404347826086957,0.595652173913043,0,0
"728","87.5-131.25","0-12.5","50-75",2,7,0.25,0.75,0,0
"729","87.5-131.25","0-12.5","50-75",3,1,0,0.522842639593909,0.477157360406091,0
"730","87.5-131.25","0-12.5","50-75",3,2,0,0.555023923444976,0.444976076555024,0
"731","87.5-131.25","0-12.5","50-75",3,3,0,0.661764705882353,0.338235294117647,0
"732","87.5-131.25","0-12.5","50-75",3,4,0,0.61965811965812,0.38034188034188,0
"733","87.5-131.25","0-12.5","50-75",3,5,0,0.644736842105263,0.355263157894737,0
"734","87.5-131.25","0-12.5","50-75",3,6,0,0.57487922705314,0.42512077294686,0
"735","87.5-131.25","0-12.5","50-75",3,7,0,0.370731707317073,0.629268292682927,0
"736","87.5-131.25","0-12.5","75-100",1,1,0.718446601941748,0.281553398058252,0,0
"737","87.5-131.25","0-12.5","75-100",1,2,0.831858407079646,0.168141592920354,0,0
"738","87.5-131.25","0-12.5","75-100",1,3,0.891891891891892,0.108108108108108,0,0
"739","87.5-131.25","0-12.5","75-100",1,4,0.675675675675676,0.324324324324324,0,0
"740","87.5-131.25","0-12.5","75-100",1,5,0.717703349282297,0.282296650717703,0,0
"741","87.5-131.25","0-12.5","75-100",1,6,0.657777777777778,0.342222222222222,0,0
"742","87.5-131.25","0-12.5","75-100",1,7,0.548223350253807,0.451776649746193,0,0
"743","87.5-131.25","0-12.5","75-100",2,1,0.00465116279069767,0.995348837209302,0,0
"744","87.5-131.25","0-12.5","75-100",2,2,0,1,0,0
"745","87.5-131.25","0-12.5","75-100",2,3,0.0334928229665072,0.966507177033493,0,0
"746","87.5-131.25","0-12.5","75-100",2,4,0.0144230769230769,0.985576923076923,0,0
"747","87.5-131.25","0-12.5","75-100",2,5,0.00947867298578199,0.990521327014218,0,0
"748","87.5-131.25","0-12.5","75-100",2,6,0,1,0,0
"749","87.5-131.25","0-12.5","75-100",2,7,0,1,0,0
"750","87.5-131.25","0-12.5","75-100",3,1,0,0.055045871559633,0.940366972477064,0.00458715596330275
"751","87.5-131.25","0-12.5","75-100",3,2,0,0.0751173708920188,0.924882629107981,0
"752","87.5-131.25","0-12.5","75-100",3,3,0,0.160869565217391,0.839130434782609,0
"753","87.5-131.25","0-12.5","75-100",3,4,0,0.0947368421052632,0.905263157894737,0
"754","87.5-131.25","0-12.5","75-100",3,5,0,0.06,0.94,0
"755","87.5-131.25","0-12.5","75-100",3,6,0,0.0639269406392694,0.936073059360731,0
"756","87.5-131.25","0-12.5","75-100",3,7,0,0.0225225225225225,0.977477477477477,0
"757","87.5-131.25","12.5-25","0-25",1,1,1,0,0,0
"758","87.5-131.25","12.5-25","0-25",1,2,1,0,0,0
"759","87.5-131.25","12.5-25","0-25",1,3,1,0,0,0
"760","87.5-131.25","12.5-25","0-25",1,4,1,0,0,0
"761","87.5-131.25","12.5-25","0-25",1,5,1,0,0,0
"762","87.5-131.25","12.5-25","0-25",1,6,1,0,0,0
"763","87.5-131.25","12.5-25","0-25",1,7,1,0,0,0
"764","87.5-131.25","12.5-25","0-25",2,1,1,0,0,0
"765","87.5-131.25","12.5-25","0-25",2,2,1,0,0,0
"766","87.5-131.25","12.5-25","0-25",2,3,0.995726495726496,0.00427350427350427,0,0
"767","87.5-131.25","12.5-25","0-25",2,4,1,0,0,0
"768","87.5-131.25","12.5-25","0-25",2,5,1,0,0,0
"769","87.5-131.25","12.5-25","0-25",2,6,1,0,0,0
"770","87.5-131.25","12.5-25","0-25",2,7,1,0,0,0
"771","87.5-131.25","12.5-25","0-25",3,1,0,0.995121951219512,0.0048780487804878,0
"772","87.5-131.25","12.5-25","0-25",3,2,0.00454545454545455,0.995454545454545,0,0
"773","87.5-131.25","12.5-25","0-25",3,3,0,0.995726495726496,0.00427350427350427,0
"774","87.5-131.25","12.5-25","0-25",3,4,0.0137614678899083,0.986238532110092,0,0
"775","87.5-131.25","12.5-25","0-25",3,5,0.00869565217391304,0.991304347826087,0,0
"776","87.5-131.25","12.5-25","0-25",3,6,0.00904977375565611,0.990950226244344,0,0
"777","87.5-131.25","12.5-25","0-25",3,7,0,0.987951807228916,0.0120481927710843,0
"778","87.5-131.25","12.5-25","25-50",1,1,1,0,0,0
"779","87.5-131.25","12.5-25","25-50",1,2,1,0,0,0
"780","87.5-131.25","12.5-25","25-50",1,3,1,0,0,0
"781","87.5-131.25","12.5-25","25-50",1,4,1,0,0,0
"782","87.5-131.25","12.5-25","25-50",1,5,1,0,0,0
"783","87.5-131.25","12.5-25","25-50",1,6,1,0,0,0
"784","87.5-131.25","12.5-25","25-50",1,7,1,0,0,0
"785","87.5-131.25","12.5-25","25-50",2,1,0.834645669291339,0.165354330708661,0,0
"786","87.5-131.25","12.5-25","25-50",2,2,0.906382978723404,0.0936170212765957,0,0
"787","87.5-131.25","12.5-25","25-50",2,3,0.932773109243697,0.0672268907563025,0,0
"788","87.5-131.25","12.5-25","25-50",2,4,0.914285714285714,0.0857142857142857,0,0
"789","87.5-131.25","12.5-25","25-50",2,5,0.846153846153846,0.153846153846154,0,0
"790","87.5-131.25","12.5-25","25-50",2,6,0.877952755905512,0.122047244094488,0,0
"791","87.5-131.25","12.5-25","25-50",2,7,0.797029702970297,0.202970297029703,0,0
"792","87.5-131.25","12.5-25","25-50",3,1,0,0.762114537444934,0.237885462555066,0
"793","87.5-131.25","12.5-25","25-50",3,2,0,0.851239669421488,0.148760330578512,0
"794","87.5-131.25","12.5-25","25-50",3,3,0,0.850678733031674,0.149321266968326,0
"795","87.5-131.25","12.5-25","25-50",3,4,0,0.873831775700935,0.126168224299065,0
"796","87.5-131.25","12.5-25","25-50",3,5,0,0.873239436619718,0.126760563380282,0
"797","87.5-131.25","12.5-25","25-50",3,6,0,0.859574468085106,0.140425531914894,0
"798","87.5-131.25","12.5-25","25-50",3,7,0,0.753303964757709,0.246696035242291,0
"799","87.5-131.25","12.5-25","50-75",1,1,0.995073891625616,0.00492610837438424,0,0
"800","87.5-131.25","12.5-25","50-75",1,2,0.995192307692308,0.00480769230769231,0,0
"801","87.5-131.25","12.5-25","50-75",1,3,1,0,0,0
"802","87.5-131.25","12.5-25","50-75",1,4,1,0,0,0
"803","87.5-131.25","12.5-25","50-75",1,5,0.990909090909091,0.00909090909090909,0,0
"804","87.5-131.25","12.5-25","50-75",1,6,0.995762711864407,0.00423728813559322,0,0
"805","87.5-131.25","12.5-25","50-75",1,7,0.987068965517241,0.0129310344827586,0,0
"806","87.5-131.25","12.5-25","50-75",2,1,0.123931623931624,0.876068376068376,0,0
"807","87.5-131.25","12.5-25","50-75",2,2,0.16580310880829,0.83419689119171,0,0
"808","87.5-131.25","12.5-25","50-75",2,3,0.242574257425743,0.757425742574257,0,0
"809","87.5-131.25","12.5-25","50-75",2,4,0.144230769230769,0.855769230769231,0,0
"810","87.5-131.25","12.5-25","50-75",2,5,0.229074889867841,0.770925110132159,0,0
"811","87.5-131.25","12.5-25","50-75",2,6,0.184873949579832,0.815126050420168,0,0
"812","87.5-131.25","12.5-25","50-75",2,7,0.0912863070539419,0.908713692946058,0,0
"813","87.5-131.25","12.5-25","50-75",3,1,0,0.181395348837209,0.818604651162791,0
"814","87.5-131.25","12.5-25","50-75",3,2,0,0.291666666666667,0.708333333333333,0
"815","87.5-131.25","12.5-25","50-75",3,3,0,0.396694214876033,0.603305785123967,0
"816","87.5-131.25","12.5-25","50-75",3,4,0,0.298245614035088,0.701754385964912,0
"817","87.5-131.25","12.5-25","50-75",3,5,0,0.368888888888889,0.631111111111111,0
"818","87.5-131.25","12.5-25","50-75",3,6,0,0.292035398230089,0.707964601769911,0
"819","87.5-131.25","12.5-25","50-75",3,7,0,0.22265625,0.77734375,0
"820","87.5-131.25","12.5-25","75-100",1,1,0.511415525114155,0.488584474885845,0,0
"821","87.5-131.25","12.5-25","75-100",1,2,0.648888888888889,0.351111111111111,0,0
"822","87.5-131.25","12.5-25","75-100",1,3,0.812785388127854,0.187214611872146,0,0
"823","87.5-131.25","12.5-25","75-100",1,4,0.578947368421053,0.421052631578947,0,0
"824","87.5-131.25","12.5-25","75-100",1,5,0.606481481481482,0.393518518518519,0,0
"825","87.5-131.25","12.5-25","75-100",1,6,0.504065040650406,0.495934959349593,0,0
"826","87.5-131.25","12.5-25","75-100",1,7,0.337606837606838,0.662393162393162,0,0
"827","87.5-131.25","12.5-25","75-100",2,1,0,1,0,0
"828","87.5-131.25","12.5-25","75-100",2,2,0.00418410041841004,0.99581589958159,0,0
"829","87.5-131.25","12.5-25","75-100",2,3,0.00495049504950495,0.995049504950495,0,0
"830","87.5-131.25","12.5-25","75-100",2,4,0,1,0,0
"831","87.5-131.25","12.5-25","75-100",2,5,0,1,0,0
"832","87.5-131.25","12.5-25","75-100",2,6,0.00448430493273543,0.995515695067265,0,0
"833","87.5-131.25","12.5-25","75-100",2,7,0,1,0,0
"834","87.5-131.25","12.5-25","75-100",3,1,0,0.00754716981132075,0.992452830188679,0
"835","87.5-131.25","12.5-25","75-100",3,2,0,0.0048780487804878,0.995121951219512,0
"836","87.5-131.25","12.5-25","75-100",3,3,0,0.052863436123348,0.947136563876652,0
"837","87.5-131.25","12.5-25","75-100",3,4,0,0.0245098039215686,0.970588235294118,0.00490196078431373
"838","87.5-131.25","12.5-25","75-100",3,5,0,0.00896860986547085,0.986547085201794,0.00448430493273543
"839","87.5-131.25","12.5-25","75-100",3,6,0,0.00900900900900901,0.990990990990991,0
"840","87.5-131.25","12.5-25","75-100",3,7,0,0,0.983539094650206,0.0164609053497942
"841","87.5-131.25","25-37.5","0-25",1,1,1,0,0,0
"842","87.5-131.25","25-37.5","0-25",1,2,1,0,0,0
"843","87.5-131.25","25-37.5","0-25",1,3,1,0,0,0
"844","87.5-131.25","25-37.5","0-25",1,4,1,0,0,0
"845","87.5-131.25","25-37.5","0-25",1,5,1,0,0,0
"846","87.5-131.25","25-37.5","0-25",1,6,1,0,0,0
"847","87.5-131.25","25-37.5","0-25",1,7,1,0,0,0
"848","87.5-131.25","25-37.5","0-25",2,1,1,0,0,0
"849","87.5-131.25","25-37.5","0-25",2,2,1,0,0,0
"850","87.5-131.25","25-37.5","0-25",2,3,1,0,0,0
"851","87.5-131.25","25-37.5","0-25",2,4,1,0,0,0
"852","87.5-131.25","25-37.5","0-25",2,5,0.9957805907173,0.00421940928270042,0,0
"853","87.5-131.25","25-37.5","0-25",2,6,1,0,0,0
"854","87.5-131.25","25-37.5","0-25",2,7,0.990867579908676,0.0091324200913242,0,0
"855","87.5-131.25","25-37.5","0-25",3,1,0,0.954337899543379,0.045662100456621,0
"856","87.5-131.25","25-37.5","0-25",3,2,0,0.977477477477477,0.0225225225225225,0
"857","87.5-131.25","25-37.5","0-25",3,3,0,0.972850678733032,0.0271493212669683,0
"858","87.5-131.25","25-37.5","0-25",3,4,0,0.990867579908676,0.0091324200913242,0
"859","87.5-131.25","25-37.5","0-25",3,5,0,0.991111111111111,0.00888888888888889,0
"860","87.5-131.25","25-37.5","0-25",3,6,0,0.990291262135922,0.00970873786407767,0
"861","87.5-131.25","25-37.5","0-25",3,7,0,0.964143426294821,0.0358565737051793,0
"862","87.5-131.25","25-37.5","25-50",1,1,1,0,0,0
"863","87.5-131.25","25-37.5","25-50",1,2,1,0,0,0
"864","87.5-131.25","25-37.5","25-50",1,3,1,0,0,0
"865","87.5-131.25","25-37.5","25-50",1,4,1,0,0,0
"866","87.5-131.25","25-37.5","25-50",1,5,1,0,0,0
"867","87.5-131.25","25-37.5","25-50",1,6,1,0,0,0
"868","87.5-131.25","25-37.5","25-50",1,7,1,0,0,0
"869","87.5-131.25","25-37.5","25-50",2,1,0.618811881188119,0.381188118811881,0,0
"870","87.5-131.25","25-37.5","25-50",2,2,0.731182795698925,0.268817204301075,0,0
"871","87.5-131.25","25-37.5","25-50",2,3,0.744186046511628,0.255813953488372,0,0
"872","87.5-131.25","25-37.5","25-50",2,4,0.770408163265306,0.229591836734694,0,0
"873","87.5-131.25","25-37.5","25-50",2,5,0.73936170212766,0.26063829787234,0,0
"874","87.5-131.25","25-37.5","25-50",2,6,0.776649746192893,0.223350253807107,0,0
"875","87.5-131.25","25-37.5","25-50",2,7,0.637837837837838,0.362162162162162,0,0
"876","87.5-131.25","25-37.5","25-50",3,1,0,0.491379310344828,0.508620689655172,0
"877","87.5-131.25","25-37.5","25-50",3,2,0,0.547619047619048,0.452380952380952,0
"878","87.5-131.25","25-37.5","25-50",3,3,0,0.66260162601626,0.33739837398374,0
"879","87.5-131.25","25-37.5","25-50",3,4,0,0.623188405797101,0.376811594202899,0
"880","87.5-131.25","25-37.5","25-50",3,5,0,0.657142857142857,0.342857142857143,0
"881","87.5-131.25","25-37.5","25-50",3,6,0,0.695,0.305,0
"882","87.5-131.25","25-37.5","25-50",3,7,0,0.469026548672566,0.530973451327434,0
"883","87.5-131.25","25-37.5","50-75",1,1,0.963302752293578,0.036697247706422,0,0
"884","87.5-131.25","25-37.5","50-75",1,2,0.98019801980198,0.0198019801980198,0,0
"885","87.5-131.25","25-37.5","50-75",1,3,0.990521327014218,0.00947867298578199,0,0
"886","87.5-131.25","25-37.5","50-75",1,4,0.989795918367347,0.0102040816326531,0,0
"887","87.5-131.25","25-37.5","50-75",1,5,0.976076555023923,0.0239234449760766,0,0
"888","87.5-131.25","25-37.5","50-75",1,6,0.971698113207547,0.0283018867924528,0,0
"889","87.5-131.25","25-37.5","50-75",1,7,0.917948717948718,0.0820512820512821,0,0
"890","87.5-131.25","25-37.5","50-75",2,1,0.0634146341463415,0.936585365853659,0,0
"891","87.5-131.25","25-37.5","50-75",2,2,0.0619047619047619,0.938095238095238,0,0
"892","87.5-131.25","25-37.5","50-75",2,3,0.119170984455959,0.880829015544041,0,0
"893","87.5-131.25","25-37.5","50-75",2,4,0.0569948186528497,0.94300518134715,0,0
"894","87.5-131.25","25-37.5","50-75",2,5,0.0585365853658537,0.941463414634146,0,0
"895","87.5-131.25","25-37.5","50-75",2,6,0.0794392523364486,0.920560747663551,0,0
"896","87.5-131.25","25-37.5","50-75",2,7,0.0334928229665072,0.966507177033493,0,0
"897","87.5-131.25","25-37.5","50-75",3,1,0,0.0461538461538462,0.948717948717949,0.00512820512820513
"898","87.5-131.25","25-37.5","50-75",3,2,0,0.081447963800905,0.918552036199095,0
"899","87.5-131.25","25-37.5","50-75",3,3,0,0.163934426229508,0.836065573770492,0
"900","87.5-131.25","25-37.5","50-75",3,4,0,0.112820512820513,0.887179487179487,0
"901","87.5-131.25","25-37.5","50-75",3,5,0,0.135922330097087,0.864077669902913,0
"902","87.5-131.25","25-37.5","50-75",3,6,0,0.109090909090909,0.890909090909091,0
"903","87.5-131.25","25-37.5","50-75",3,7,0,0.0219298245614035,0.978070175438597,0
"904","87.5-131.25","25-37.5","75-100",1,1,0.365168539325843,0.634831460674157,0,0
"905","87.5-131.25","25-37.5","75-100",1,2,0.576190476190476,0.423809523809524,0,0
"906","87.5-131.25","25-37.5","75-100",1,3,0.735751295336788,0.264248704663212,0,0
"907","87.5-131.25","25-37.5","75-100",1,4,0.431279620853081,0.568720379146919,0,0
"908","87.5-131.25","25-37.5","75-100",1,5,0.41,0.59,0,0
"909","87.5-131.25","25-37.5","75-100",1,6,0.3963133640553,0.603686635944701,0,0
"910","87.5-131.25","25-37.5","75-100",1,7,0.247572815533981,0.752427184466019,0,0
"911","87.5-131.25","25-37.5","75-100",2,1,0,1,0,0
"912","87.5-131.25","25-37.5","75-100",2,2,0,1,0,0
"913","87.5-131.25","25-37.5","75-100",2,3,0,1,0,0
"914","87.5-131.25","25-37.5","75-100",2,4,0,1,0,0
"915","87.5-131.25","25-37.5","75-100",2,5,0,1,0,0
"916","87.5-131.25","25-37.5","75-100",2,6,0,1,0,0
"917","87.5-131.25","25-37.5","75-100",2,7,0,1,0,0
"918","87.5-131.25","25-37.5","75-100",3,1,0,0,0.95609756097561,0.0439024390243902
"919","87.5-131.25","25-37.5","75-100",3,2,0,0,0.956989247311828,0.043010752688172
"920","87.5-131.25","25-37.5","75-100",3,3,0,0.00469483568075117,0.981220657276995,0.0140845070422535
"921","87.5-131.25","25-37.5","75-100",3,4,0,0,0.98974358974359,0.0102564102564103
"922","87.5-131.25","25-37.5","75-100",3,5,0,0.00495049504950495,0.965346534653465,0.0297029702970297
"923","87.5-131.25","25-37.5","75-100",3,6,0,0.00555555555555556,0.961111111111111,0.0333333333333333
"924","87.5-131.25","25-37.5","75-100",3,7,0,0,0.935483870967742,0.0645161290322581
"925","87.5-131.25","37.5-50","0-25",1,1,1,0,0,0
"926","87.5-131.25","37.5-50","0-25",1,2,1,0,0,0
"927","87.5-131.25","37.5-50","0-25",1,3,1,0,0,0
"928","87.5-131.25","37.5-50","0-25",1,4,1,0,0,0
"929","87.5-131.25","37.5-50","0-25",1,5,1,0,0,0
"930","87.5-131.25","37.5-50","0-25",1,6,1,0,0,0
"931","87.5-131.25","37.5-50","0-25",1,7,1,0,0,0
"932","87.5-131.25","37.5-50","0-25",2,1,0.981651376146789,0.018348623853211,0,0
"933","87.5-131.25","37.5-50","0-25",2,2,0.974248927038627,0.0257510729613734,0,0
"934","87.5-131.25","37.5-50","0-25",2,3,0.986725663716814,0.0132743362831858,0,0
"935","87.5-131.25","37.5-50","0-25",2,4,0.990521327014218,0.00947867298578199,0,0
"936","87.5-131.25","37.5-50","0-25",2,5,0.995614035087719,0.0043859649122807,0,0
"937","87.5-131.25","37.5-50","0-25",2,6,0.991869918699187,0.00813008130081301,0,0
"938","87.5-131.25","37.5-50","0-25",2,7,0.963855421686747,0.036144578313253,0,0
"939","87.5-131.25","37.5-50","0-25",3,1,0,0.801652892561983,0.198347107438017,0
"940","87.5-131.25","37.5-50","0-25",3,2,0,0.852272727272727,0.147727272727273,0
"941","87.5-131.25","37.5-50","0-25",3,3,0,0.855263157894737,0.144736842105263,0
"942","87.5-131.25","37.5-50","0-25",3,4,0,0.923076923076923,0.0769230769230769,0
"943","87.5-131.25","37.5-50","0-25",3,5,0,0.957746478873239,0.0422535211267606,0
"944","87.5-131.25","37.5-50","0-25",3,6,0,0.934579439252336,0.0654205607476635,0
"945","87.5-131.25","37.5-50","0-25",3,7,0,0.81140350877193,0.18859649122807,0
"946","87.5-131.25","37.5-50","25-50",1,1,1,0,0,0
"947","87.5-131.25","37.5-50","25-50",1,2,1,0,0,0
"948","87.5-131.25","37.5-50","25-50",1,3,1,0,0,0
"949","87.5-131.25","37.5-50","25-50",1,4,1,0,0,0
"950","87.5-131.25","37.5-50","25-50",1,5,1,0,0,0
"951","87.5-131.25","37.5-50","25-50",1,6,1,0,0,0
"952","87.5-131.25","37.5-50","25-50",1,7,1,0,0,0
"953","87.5-131.25","37.5-50","25-50",2,1,0.386934673366834,0.613065326633166,0,0
"954","87.5-131.25","37.5-50","25-50",2,2,0.506276150627615,0.493723849372385,0,0
"955","87.5-131.25","37.5-50","25-50",2,3,0.533018867924528,0.466981132075472,0,0
"956","87.5-131.25","37.5-50","25-50",2,4,0.544117647058823,0.455882352941176,0,0
"957","87.5-131.25","37.5-50","25-50",2,5,0.520833333333333,0.479166666666667,0,0
"958","87.5-131.25","37.5-50","25-50",2,6,0.527272727272727,0.472727272727273,0,0
"959","87.5-131.25","37.5-50","25-50",2,7,0.341880341880342,0.658119658119658,0,0
"960","87.5-131.25","37.5-50","25-50",3,1,0,0.213973799126638,0.786026200873362,0
"961","87.5-131.25","37.5-50","25-50",3,2,0,0.248888888888889,0.751111111111111,0
"962","87.5-131.25","37.5-50","25-50",3,3,0,0.372384937238494,0.627615062761506,0
"963","87.5-131.25","37.5-50","25-50",3,4,0,0.415966386554622,0.584033613445378,0
"964","87.5-131.25","37.5-50","25-50",3,5,0,0.397058823529412,0.602941176470588,0
"965","87.5-131.25","37.5-50","25-50",3,6,0,0.379807692307692,0.620192307692308,0
"966","87.5-131.25","37.5-50","25-50",3,7,0,0.238738738738739,0.761261261261261,0
"967","87.5-131.25","37.5-50","50-75",1,1,0.938679245283019,0.0613207547169811,0,0
"968","87.5-131.25","37.5-50","50-75",1,2,0.976076555023923,0.0239234449760766,0,0
"969","87.5-131.25","37.5-50","50-75",1,3,0.98828125,0.01171875,0,0
"970","87.5-131.25","37.5-50","50-75",1,4,0.966824644549763,0.033175355450237,0,0
"971","87.5-131.25","37.5-50","50-75",1,5,0.944186046511628,0.0558139534883721,0,0
"972","87.5-131.25","37.5-50","50-75",1,6,0.926470588235294,0.0735294117647059,0,0
"973","87.5-131.25","37.5-50","50-75",1,7,0.840637450199203,0.159362549800797,0,0
"974","87.5-131.25","37.5-50","50-75",2,1,0.0137614678899083,0.986238532110092,0,0
"975","87.5-131.25","37.5-50","50-75",2,2,0.0414746543778802,0.95852534562212,0,0
"976","87.5-131.25","37.5-50","50-75",2,3,0.0717703349282297,0.92822966507177,0,0
"977","87.5-131.25","37.5-50","50-75",2,4,0.021551724137931,0.978448275862069,0,0
"978","87.5-131.25","37.5-50","50-75",2,5,0.0173160173160173,0.982683982683983,0,0
"979","87.5-131.25","37.5-50","50-75",2,6,0.0210084033613445,0.978991596638655,0,0
"980","87.5-131.25","37.5-50","50-75",2,7,0.00465116279069767,0.995348837209302,0,0
"981","87.5-131.25","37.5-50","50-75",3,1,0,0.0265486725663717,0.960176991150443,0.0132743362831858
"982","87.5-131.25","37.5-50","50-75",3,2,0,0.0135135135135135,0.986486486486487,0
"983","87.5-131.25","37.5-50","50-75",3,3,0,0.0288461538461538,0.971153846153846,0
"984","87.5-131.25","37.5-50","50-75",3,4,0,0.0233644859813084,0.97196261682243,0.00467289719626168
"985","87.5-131.25","37.5-50","50-75",3,5,0,0.0483870967741935,0.94758064516129,0.00403225806451613
"986","87.5-131.25","37.5-50","50-75",3,6,0,0.0288461538461538,0.971153846153846,0
"987","87.5-131.25","37.5-50","50-75",3,7,0,0,0.98780487804878,0.0121951219512195
"988","87.5-131.25","37.5-50","75-100",1,1,0.221153846153846,0.778846153846154,0,0
"989","87.5-131.25","37.5-50","75-100",1,2,0.37799043062201,0.62200956937799,0,0
"990","87.5-131.25","37.5-50","75-100",1,3,0.516483516483517,0.483516483516484,0,0
"991","87.5-131.25","37.5-50","75-100",1,4,0.304932735426009,0.695067264573991,0,0
"992","87.5-131.25","37.5-50","75-100",1,5,0.246808510638298,0.753191489361702,0,0
"993","87.5-131.25","37.5-50","75-100",1,6,0.277777777777778,0.722222222222222,0,0
"994","87.5-131.25","37.5-50","75-100",1,7,0.14572864321608,0.85427135678392,0,0
"995","87.5-131.25","37.5-50","75-100",2,1,0,0.995348837209302,0.00465116279069767,0
"996","87.5-131.25","37.5-50","75-100",2,2,0,1,0,0
"997","87.5-131.25","37.5-50","75-100",2,3,0,1,0,0
"998","87.5-131.25","37.5-50","75-100",2,4,0,1,0,0
"999","87.5-131.25","37.5-50","75-100",2,5,0,1,0,0
"1000","87.5-131.25","37.5-50","75-100",2,6,0,1,0,0
"1001","87.5-131.25","37.5-50","75-100",2,7,0,1,0,0
"1002","87.5-131.25","37.5-50","75-100",3,1,0,0,0.835616438356164,0.164383561643836
"1003","87.5-131.25","37.5-50","75-100",3,2,0,0,0.878504672897196,0.121495327102804
"1004","87.5-131.25","37.5-50","75-100",3,3,0,0,0.937219730941704,0.062780269058296
"1005","87.5-131.25","37.5-50","75-100",3,4,0,0,0.924731182795699,0.0752688172043011
"1006","87.5-131.25","37.5-50","75-100",3,5,0,0,0.916299559471366,0.0837004405286344
"1007","87.5-131.25","37.5-50","75-100",3,6,0,0,0.923076923076923,0.0769230769230769
"1008","87.5-131.25","37.5-50","75-100",3,7,0,0,0.779411764705882,0.220588235294118
"1009","131.25-175","0-12.5","0-25",1,1,1,0,0,0
"1010","131.25-175","0-12.5","0-25",1,2,1,0,0,0
"1011","131.25-175","0-12.5","0-25",1,3,1,0,0,0
"1012","131.25-175","0-12.5","0-25",1,4,1,0,0,0
"1013","131.25-175","0-12.5","0-25",1,5,1,0,0,0
"1014","131.25-175","0-12.5","0-25",1,6,1,0,0,0
"1015","131.25-175","0-12.5","0-25",1,7,1,0,0,0
"1016","131.25-175","0-12.5","0-25",2,1,0.995594713656388,0.00440528634361234,0,0
"1017","131.25-175","0-12.5","0-25",2,2,1,0,0,0
"1018","131.25-175","0-12.5","0-25",2,3,1,0,0,0
"1019","131.25-175","0-12.5","0-25",2,4,0.99537037037037,0.00462962962962963,0,0
"1020","131.25-175","0-12.5","0-25",2,5,1,0,0,0
"1021","131.25-175","0-12.5","0-25",2,6,1,0,0,0
"1022","131.25-175","0-12.5","0-25",2,7,0.990740740740741,0.00925925925925926,0,0
"1023","131.25-175","0-12.5","0-25",3,1,0,0.837719298245614,0.162280701754386,0
"1024","131.25-175","0-12.5","0-25",3,2,0,0.871244635193133,0.128755364806867,0
"1025","131.25-175","0-12.5","0-25",3,3,0,0.864864864864865,0.135135135135135,0
"1026","131.25-175","0-12.5","0-25",3,4,0,0.928888888888889,0.0711111111111111,0
"1027","131.25-175","0-12.5","0-25",3,5,0,0.961206896551724,0.0387931034482759,0
"1028","131.25-175","0-12.5","0-25",3,6,0,0.914027149321267,0.085972850678733,0
"1029","131.25-175","0-12.5","0-25",3,7,0,0.855371900826446,0.144628099173554,0
"1030","131.25-175","0-12.5","25-50",1,1,1,0,0,0
"1031","131.25-175","0-12.5","25-50",1,2,1,0,0,0
"1032","131.25-175","0-12.5","25-50",1,3,1,0,0,0
"1033","131.25-175","0-12.5","25-50",1,4,1,0,0,0
"1034","131.25-175","0-12.5","25-50",1,5,1,0,0,0
