"n_fish","survival_b","0-50","50-100","100-150","150-200","200-250"
266,"0.2-0.3",1,184,0,0,0
266,"0.3-0.4",0,364,157,0,0
266,"0.4-0.5",0,32,562,0,0
266,"0.5-0.6",0,0,213,78,0
266,"0.6-0.7",0,0,0,23,0
267,"0.2-0.3",0,146,0,0,0
267,"0.3-0.4",0,390,183,0,0
267,"0.4-0.5",0,32,603,2,0
267,"0.5-0.6",0,0,208,76,0
267,"0.6-0.7",0,0,0,19,0
268,"0.2-0.3",0,155,0,0,0
268,"0.3-0.4",0,431,176,0,0
268,"0.4-0.5",0,21,590,1,0
268,"0.5-0.6",0,0,204,89,0
268,"0.6-0.7",0,0,1,16,0
269,"0.2-0.3",0,137,0,0,0
269,"0.3-0.4",0,358,200,0,0
269,"0.4-0.5",0,19,661,0,0
269,"0.5-0.6",0,0,210,101,0
269,"0.6-0.7",0,0,0,16,0
270,"0.2-0.3",2,146,1,0,0
270,"0.3-0.4",0,384,186,0,0
270,"0.4-0.5",0,19,657,1,0
270,"0.5-0.6",0,0,215,92,0
270,"0.6-0.7",0,0,0,19,0
271,"0.2-0.3",0,127,1,0,0
271,"0.3-0.4",0,350,227,0,0
271,"0.4-0.5",0,25,593,2,0
271,"0.5-0.6",0,0,179,85,0
271,"0.6-0.7",0,0,1,21,0
272,"0.2-0.3",0,158,0,0,0
272,"0.3-0.4",0,368,202,0,0
272,"0.4-0.5",0,17,564,1,0
272,"0.5-0.6",0,0,182,92,0
272,"0.6-0.7",0,0,1,12,0
273,"0.2-0.3",0,153,0,0,0
273,"0.3-0.4",0,350,215,0,0
273,"0.4-0.5",0,14,634,2,0
273,"0.5-0.6",0,0,167,122,0
273,"0.6-0.7",0,0,1,15,0
274,"0.2-0.3",0,131,0,0,0
274,"0.3-0.4",0,316,219,0,0
274,"0.4-0.5",0,14,590,6,0
274,"0.5-0.6",0,0,208,107,0
274,"0.6-0.7",0,0,1,11,0
275,"0.2-0.3",0,146,0,0,0
275,"0.3-0.4",0,354,252,0,0
275,"0.4-0.5",0,17,638,4,0
275,"0.5-0.6",0,0,181,111,0
275,"0.6-0.7",0,0,1,22,0
276,"0.2-0.3",0,160,0,0,0
276,"0.3-0.4",0,313,232,0,0
276,"0.4-0.5",0,11,628,4,0
276,"0.5-0.6",0,0,169,113,0
276,"0.6-0.7",0,0,0,20,0
277,"0.2-0.3",0,151,0,0,0
277,"0.3-0.4",0,327,249,0,0
277,"0.4-0.5",0,8,610,3,0
277,"0.5-0.6",0,0,166,122,0
277,"0.6-0.7",0,0,0,15,0
278,"0.2-0.3",0,156,0,0,0
278,"0.3-0.4",0,331,265,0,0
278,"0.4-0.5",0,12,626,4,0
278,"0.5-0.6",0,0,132,125,0
278,"0.6-0.7",0,0,0,19,0
279,"0.2-0.3",0,159,0,0,0
279,"0.3-0.4",0,345,281,0,0
279,"0.4-0.5",0,10,608,3,0
279,"0.5-0.6",0,0,144,124,0
279,"0.6-0.7",0,0,0,15,0
280,"0.2-0.3",0,158,0,0,0
280,"0.3-0.4",0,307,298,0,0
280,"0.4-0.5",0,7,629,11,0
280,"0.5-0.6",0,0,152,131,0
280,"0.6-0.7",0,0,1,17,0
281,"0.2-0.3",0,146,1,0,0
281,"0.3-0.4",0,298,287,0,0
281,"0.4-0.5",0,12,611,7,0
281,"0.5-0.6",0,0,142,150,0
281,"0.6-0.7",0,0,0,22,0
282,"0.2-0.3",0,156,1,0,0
282,"0.3-0.4",0,299,257,0,0
282,"0.4-0.5",0,8,613,11,0
282,"0.5-0.6",0,0,123,160,0
282,"0.6-0.7",0,0,0,10,0
283,"0.2-0.3",0,157,2,0,0
283,"0.3-0.4",0,295,308,0,0
283,"0.4-0.5",0,5,621,7,0
283,"0.5-0.6",0,0,108,155,0
283,"0.6-0.7",0,0,0,12,0
284,"0.2-0.3",0,166,3,0,0
284,"0.3-0.4",0,260,287,0,0
284,"0.4-0.5",0,2,622,20,0
284,"0.5-0.6",0,0,109,152,0
284,"0.6-0.7",0,0,0,21,0
285,"0.2-0.3",0,136,0,0,0
285,"0.3-0.4",0,264,296,0,0
285,"0.4-0.5",0,5,614,16,0
285,"0.5-0.6",0,0,109,160,0
285,"0.6-0.7",0,0,0,18,0
286,"0.2-0.3",0,157,0,0,0
286,"0.3-0.4",0,258,324,0,0
286,"0.4-0.5",0,1,624,10,0
286,"0.5-0.6",0,0,93,180,0
286,"0.6-0.7",0,0,0,17,0
287,"0.2-0.3",0,145,0,0,0
287,"0.3-0.4",0,257,313,0,0
287,"0.4-0.5",0,2,600,24,0
287,"0.5-0.6",0,0,100,191,0
287,"0.6-0.7",0,0,0,16,0
288,"0.2-0.3",0,135,2,0,0
288,"0.3-0.4",0,284,282,0,0
288,"0.4-0.5",0,2,605,18,0
288,"0.5-0.6",0,0,103,197,0
288,"0.6-0.7",0,0,0,20,0
289,"0.2-0.3",0,156,1,0,0
289,"0.3-0.4",0,245,327,0,0
289,"0.4-0.5",0,3,632,25,0
289,"0.5-0.6",0,0,85,168,0
289,"0.6-0.7",0,0,0,21,0
290,"0.2-0.3",0,140,3,0,0
290,"0.3-0.4",0,258,335,0,0
290,"0.4-0.5",0,4,614,27,0
290,"0.5-0.6",0,0,80,189,0
290,"0.6-0.7",0,0,0,19,0
291,"0.2-0.3",0,148,2,0,0
291,"0.3-0.4",0,219,352,0,0
291,"0.4-0.5",0,2,589,25,0
291,"0.5-0.6",0,0,97,187,0
291,"0.6-0.7",0,0,0,21,0
292,"0.2-0.3",0,127,1,0,0
292,"0.3-0.4",0,218,339,0,0
292,"0.4-0.5",0,2,580,25,0
292,"0.5-0.6",0,0,69,220,0
292,"0.6-0.7",0,0,0,20,0
293,"0.2-0.3",0,160,2,0,0
293,"0.3-0.4",0,210,340,0,0
293,"0.4-0.5",0,3,625,36,0
293,"0.5-0.6",0,0,69,211,0
293,"0.6-0.7",0,0,0,11,0
294,"0.2-0.3",0,164,4,0,0
294,"0.3-0.4",0,210,334,0,0
294,"0.4-0.5",0,2,630,32,0
294,"0.5-0.6",0,0,96,206,0
294,"0.6-0.7",0,0,0,18,2
295,"0.2-0.3",0,151,0,0,0
295,"0.3-0.4",0,217,340,0,0
295,"0.4-0.5",0,1,602,31,0
295,"0.5-0.6",0,0,66,217,0
295,"0.6-0.7",0,0,0,15,0
296,"0.2-0.3",0,133,3,0,0
296,"0.3-0.4",0,214,365,0,0
296,"0.4-0.5",0,1,582,37,0
296,"0.5-0.6",0,0,62,229,0
296,"0.6-0.7",0,0,0,17,0
297,"0.2-0.3",0,154,3,0,0
297,"0.3-0.4",0,216,379,0,0
297,"0.4-0.5",0,0,577,38,0
297,"0.5-0.6",0,0,66,205,0
297,"0.6-0.7",0,0,0,17,0
298,"0.2-0.3",0,146,2,0,0
298,"0.3-0.4",0,188,381,0,0
298,"0.4-0.5",0,0,599,39,0
298,"0.5-0.6",0,0,50,264,0
298,"0.6-0.7",0,0,0,16,0
299,"0.2-0.3",0,147,2,0,0
299,"0.3-0.4",0,180,387,0,0
299,"0.4-0.5",0,1,558,41,0
299,"0.5-0.6",0,0,49,236,0
299,"0.6-0.7",0,0,0,24,1
300,"0.2-0.3",0,93,3,0,0
300,"0.3-0.4",0,94,196,0,0
300,"0.4-0.5",0,0,276,35,0
300,"0.5-0.6",0,0,28,124,0
300,"0.6-0.7",0,0,0,8,0
